사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
24-Jan,5호선,2552,명일,3,0,5541,1416,13953,3255,35711,5285,34879,12223,19066,9251,16557,10273,14576,9693,15156,9348,13977,13125,13250,12285,12757,15763,13627,19471,12757,20208,13370,40173,7945,31764,6524,16973,6561,13646,3978,14417,1775,8303,422,2694,0,39,0,0,0,0
24-Jan,5호선,2553,고덕,5,0,4129,1879,11265,8401,30679,14726,27102,21786,17315,14803,15520,14299,16622,12884,18078,12895,16123,18147,17584,14607,18981,16963,21835,18883,27626,18475,20199,32202,10883,28138,8341,13994,8392,13256,8687,11952,2061,7016,384,2557,0,127,0,0,0,0
24-Jan,5호선,2554,상일동,95,1,9772,1700,31612,6341,75032,11140,58519,17223,32729,9744,24899,8412,21393,9176,21424,13457,19289,15372,17612,15452,18612,21932,18607,23118,20568,35345,20986,59670,10515,53433,7985,29054,5526,27096,3801,23327,1693,14638,468,6354,1,1305,0,0,0,0
24-Jan,5호선,2555,둔촌동,4,0,4230,770,8930,13191,23570,10332,27095,20306,16255,12707,11823,10296,12136,9831,13292,10690,12931,12769,13018,12387,14485,14543,20137,16796,22621,20152,21401,32208,10428,22464,8635,11075,7689,11564,5624,8822,2242,5677,293,1699,0,0,0,0,0,0
24-Jan,5호선,2556,올림픽공원(한국체대),3,0,1184,835,5668,3856,10988,4886,12518,9251,8302,6199,7424,4603,7282,4786,7674,6427,7259,6239,7290,6918,8271,7240,9627,7266,9509,8904,9918,10615,5596,8982,4625,4993,4600,4857,3305,3819,768,3090,66,793,0,0,0,0,0,0
24-Jan,5호선,2557,방이,1,0,2462,893,6984,4151,18255,8286,18488,25751,12019,14761,10111,9499,9119,8631,11363,12341,11590,10777,10552,12249,11662,12653,12933,13225,17211,19830,21586,23341,11000,19715,9697,11506,11862,8842,12660,6939,3520,4798,233,1291,0,0,0,0,0,0
24-Jan,5호선,2558,오금,14,0,1189,447,3276,2538,7304,6766,8268,21862,5383,7294,4551,3933,4815,3437,5071,3840,5399,3811,5147,4133,5562,4153,6649,5140,10974,6364,16570,8466,4734,6486,3617,4006,2810,3459,2145,3729,765,2471,79,802,0,2,0,0,0,0
24-Jan,5호선,2559,개롱,4,0,3890,955,8740,2784,21837,6321,23700,15980,12959,8333,10694,6283,9504,6619,10885,7498,10220,8921,8856,9967,8832,9475,10617,13203,12951,16042,13585,21953,6402,20895,4505,11709,3696,9352,2554,11084,883,5521,110,1907,0,0,0,0,0,0
24-Jan,5호선,2560,거여,1,0,6594,641,15727,3856,43498,7983,44497,17605,24126,9660,16420,7597,14498,8228,15282,8461,14218,11628,12410,11360,12598,13923,14499,19311,16740,23447,15420,41400,7835,35949,5568,18149,5105,15436,3414,16595,1128,9102,166,3026,0,0,0,0,0,0
24-Jan,5호선,2561,마천,61,0,7179,286,14203,2397,41951,4048,33574,10887,17223,6693,11432,6380,10364,5912,11109,6741,9988,8080,8545,7289,8149,11595,8988,13115,8903,16885,10556,28249,4301,24065,3385,12218,2702,12631,1762,11227,679,6777,116,2826,0,0,0,0,0,0
24-Jan,5호선,2562,강일,2,0,2673,900,7836,5038,25540,5214,23048,8280,13848,4230,10984,3259,9299,3354,8730,5450,8299,5154,7299,6173,7693,7743,9973,8861,9285,12841,9433,18833,3721,18903,2535,10857,1970,9832,1647,8728,508,5935,145,1808,0,0,0,0,0,0
24-Jan,5호선,2563,미사,11,0,8234,708,22039,6505,69604,12114,65345,23824,32976,22300,24859,18485,23398,18470,25179,21218,25424,20481,23370,24807,26198,23987,27301,31764,29648,45104,31149,70630,18635,71424,17981,36542,18778,28422,16070,25601,8429,16898,2114,5528,0,0,0,0,0,0
24-Jan,5호선,2564,하남풍산,9,0,2029,321,5192,2135,10671,6703,10682,16159,7231,10603,6316,6251,6889,5999,7040,5099,7204,6835,7095,6430,7765,6507,9316,7821,11769,7383,15216,11826,5697,10872,4216,5946,4198,5157,2576,5351,698,3397,189,1398,0,0,0,0,0,0
24-Jan,5호선,2565,하남시청(덕풍·신장),8,0,5120,162,12526,4465,28151,6217,24768,12354,16974,8240,14008,9396,13362,9560,14130,8709,13554,11986,12440,11329,12884,15280,14158,16436,14565,15654,15237,25019,8384,23082,6512,12990,5027,12895,3372,11886,1505,7169,297,3482,0,0,0,0,0,0
24-Jan,5호선,2566,하남검단산,23,1,4128,9,9666,2720,24370,4629,18636,8823,13132,8905,11440,8788,9454,8658,10182,10804,10287,10486,9966,9724,11165,13328,12071,11071,13126,14270,12963,17854,7756,18173,6474,11029,5597,10027,4215,8752,1071,5879,130,2796,0,0,0,0,0,0
24-Jan,6호선,2611,응암,37,2,12555,1120,25562,5772,70569,8639,90258,16686,47978,13607,29221,13232,25902,14491,27327,17368,25823,19292,22389,21569,21446,28626,22718,34537,23074,47052,22282,79770,13756,62689,10012,37849,8601,31575,6350,29267,2739,19042,431,5535,0,1,0,0,0,0
24-Jan,6호선,2612,역촌,3,0,2422,278,5520,2119,15530,2481,17642,7991,9285,4391,6313,3601,5779,4574,6121,5525,6290,5342,5616,5441,4925,6408,5188,8618,5482,11057,5542,19093,3036,15249,2242,8397,1949,8213,1402,6973,674,4716,95,1471,0,0,0,0,0,0
24-Jan,6호선,2613,불광,37,0,1453,513,4268,1553,12073,2498,14391,6897,7871,6665,6224,5457,6739,5919,7431,6234,7999,7451,8937,7283,10090,8122,10643,8223,9995,10348,10024,15777,5598,12257,4821,6692,3661,5584,2137,5477,876,3575,178,1193,0,0,0,0,0,0
24-Jan,6호선,2614,독바위,0,0,2453,199,4750,775,13629,1546,13649,2918,7011,2273,4847,2942,4053,2388,4554,3104,4083,3145,3551,3414,3589,4113,3498,5384,3227,7087,2966,12791,1760,11152,1092,6465,883,5467,643,5507,240,3360,51,1225,0,0,0,0,0,0
24-Jan,6호선,2615,연신내,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24-Jan,6호선,2616,구산,24,0,5713,209,11584,2072,30321,3588,38829,7403,20356,6385,13350,5142,12190,7095,14005,7533,12107,8538,10053,9257,10271,11004,11359,13925,10377,15768,9771,23171,5800,22423,4318,10983,3784,10309,3565,8348,1324,5353,194,1741,0,0,0,0,0,0
24-Jan,6호선,2617,새절(신사),6,0,11314,686,21296,4535,53671,6462,64762,12036,33054,9501,20515,8626,18080,9861,19030,11888,18052,14257,14713,14338,14573,19663,16924,22591,16289,30742,14753,50827,9127,42803,6240,24092,5130,21537,3893,19308,1585,12260,309,4404,0,1,0,0,0,0
24-Jan,6호선,2618,증산(명지대앞),18,1,7727,590,15252,3339,38168,4613,49335,10194,27046,8050,17054,6823,15192,8511,15813,9754,14705,11394,12767,12481,12416,15634,12903,19939,12840,26669,12333,43771,7366,34889,5281,19707,4346,19050,3368,16646,1572,10183,295,3298,0,0,0,0,0,0
24-Jan,6호선,2619,디지털미디어시티,118,1,6203,2598,16742,11688,49040,30462,56872,73576,30252,32921,18731,12127,16089,11049,16530,12727,15950,13253,14124,13898,15775,16533,20895,21777,35964,31279,50872,53155,21513,38990,11210,23067,8583,21065,5961,19471,2964,11920,655,4630,0,3,0,0,0,0
24-Jan,6호선,2620,월드컵경기장(성산),15,0,928,1145,2683,3197,7584,4169,9841,7949,5150,6506,4611,7037,6055,7419,6734,8609,7611,9749,8936,10319,10837,8935,11655,7478,10430,7939,9442,10687,5383,8085,4146,4746,4207,3553,2641,2907,1156,1655,170,439,0,0,0,0,0,0
24-Jan,6호선,2621,마포구청,16,5,6259,1503,13836,6674,38927,13826,57412,37081,34020,19236,21544,13310,20228,12412,20464,16427,20680,17205,18845,15842,19295,19749,21274,20572,26548,27534,38505,45565,17404,33500,11921,21595,11475,19192,8447,18261,3782,11846,682,3033,0,0,0,0,0,0
24-Jan,6호선,2622,망원,5,0,5484,853,9609,5207,24904,9742,37885,33752,24495,32263,17289,22669,18109,26801,22522,28479,23939,33884,24231,30522,26509,33478,29930,34993,35505,39833,43321,50142,28861,36313,24336,19043,22884,16606,18137,13377,8679,9826,1262,2432,0,0,0,0,0,0
24-Jan,6호선,2623,합정,31,0,3567,1199,5847,6223,12317,15507,20015,44539,13863,29936,10884,18386,12595,19376,15388,20304,17574,22844,19771,19854,22532,20813,25499,25147,33643,30280,50637,44522,33118,27829,29416,14696,33477,11878,29005,10619,16234,8116,2634,2431,0,0,0,0,0,0
24-Jan,6호선,2624,상수,60,2,5445,1235,6920,3122,10330,7015,14143,22870,9850,24987,7560,16861,8283,16703,10268,19182,12415,20399,13607,19245,14552,18904,19934,21866,23421,26959,30390,36042,21662,24294,19379,15076,22477,11319,23652,10493,15416,8401,2782,2512,0,0,0,0,0,0
24-Jan,6호선,2625,광흥창(서강),4,0,2807,1351,8056,5383,19576,12807,27468,35188,17068,20401,12659,12031,13271,10594,14283,10352,13106,10901,12231,10734,12979,12341,15069,12379,23064,16360,31426,26024,14770,19066,9488,11919,8477,10555,5894,10043,2319,6102,329,1777,0,0,0,0,0,0
24-Jan,6호선,2626,대흥(서강대앞),5,0,2120,914,5382,4532,14748,10638,22109,32359,14067,21228,9650,12783,10130,10840,12866,13996,13768,14725,12538,11817,14102,13363,15898,14228,24293,17740,25977,25620,13343,16513,10579,9774,11003,8981,9675,8434,3619,6194,475,1644,0,0,0,0,0,0
24-Jan,6호선,2627,공덕,119,1,4418,2438,8567,10903,20727,38067,31766,105290,22428,49931,18529,23368,21516,21043,22444,20386,23978,21758,25240,20531,29509,20740,33857,24609,60294,31440,90676,44044,38576,27686,29185,17255,28261,16277,21764,14375,9843,9985,1268,3785,0,138,0,0,0,0
24-Jan,6호선,2628,효창공원앞,12,0,2529,593,5486,3522,16492,7302,27127,22937,15521,12887,10009,7251,9323,6519,10447,7497,10372,8596,9248,8393,9992,8875,12287,10941,15851,13232,24701,21013,9997,14850,6339,9560,5526,8134,4444,7484,2121,5580,475,2017,0,0,0,0,0,0
24-Jan,6호선,2629,삼각지,5,1,1311,671,2973,7033,7923,15685,13608,28662,8956,11888,7104,8641,7870,7930,9534,9292,11388,9454,11835,8451,13326,9066,16030,9058,23018,12135,30469,16880,13348,10244,11185,6849,10625,5979,8078,6362,4405,4243,598,1211,0,2,0,0,0,0
24-Jan,6호선,2630,녹사평(용산구청),23,0,1172,473,1869,4553,4489,8005,7070,18451,5371,9025,4213,7488,4684,6734,5617,8209,6477,8320,6405,8335,8030,9353,10955,8854,14278,10946,19772,13123,11537,8786,9754,5340,10241,4772,8664,3957,4008,2306,558,795,0,0,0,0,0,0
24-Jan,6호선,2631,이태원,232,5,9406,1210,8234,7922,9399,11481,12606,26176,10205,25914,8840,18399,9979,15774,11709,17686,13592,18780,15691,18233,18700,19487,24455,23145,30423,27476,39324,32146,28218,26539,23546,18457,23975,15654,23111,14101,14512,10702,2332,3962,0,0,0,0,0,0
24-Jan,6호선,2632,한강진,11,0,709,823,1459,9195,3312,21443,5381,39740,4412,29744,3378,19324,4452,18903,6196,20164,7931,26097,11360,20530,17454,21739,23854,22976,40854,22542,45368,24170,28834,11458,23212,4068,20908,3093,27183,2392,4596,1794,486,1185,0,132,0,0,0,0
24-Jan,6호선,2633,버티고개,2,0,815,356,1723,1435,5185,2363,7707,5068,4760,3459,3669,2542,2952,2076,3271,2268,3027,2845,2769,3126,3385,3465,3254,3849,4568,4867,6209,6906,2974,5404,1931,3427,1477,3265,1143,3106,496,2043,79,564,0,36,0,0,0,0
24-Jan,6호선,2634,약수,5,1,1199,232,1756,2210,4367,5334,7820,16299,5726,9374,4713,5356,4620,5265,5307,5125,5812,5564,5592,5074,6036,5932,6765,5989,9433,7815,14521,10138,7269,5936,5656,3453,5373,3083,4467,2599,2250,1724,445,543,0,0,0,0,0,0
24-Jan,6호선,2635,청구,14,0,1911,453,2569,2557,7126,6276,10333,22866,6404,12146,4562,4771,4599,3974,4559,4306,4985,4984,4936,4417,5127,4895,6682,5389,7897,6371,14278,8160,8612,5609,5165,3478,4338,3356,3324,3073,1700,1967,291,727,0,1,0,0,0,0
24-Jan,6호선,2636,신당,236,2,6267,1291,5141,7581,6991,12388,11274,32548,8884,22496,7479,14380,9375,12906,12192,12505,12191,13686,13166,12470,14913,10719,17487,12701,24598,14980,29679,21618,18164,22246,16358,10500,15590,7810,19622,7927,7521,8999,1561,2410,0,24,0,0,0,0
24-Jan,6호선,2637,동묘앞,172,2,4663,868,4797,4081,9674,7345,14838,20289,11655,17170,9821,14543,12997,15417,16010,14751,16254,17038,18531,16451,21362,15166,22880,14573,22691,14971,21209,18874,11356,14563,8686,9482,6991,8854,5253,8987,2373,7771,409,2190,0,58,0,0,0,0
24-Jan,6호선,2638,창신,28,5,2604,263,4706,1822,14572,3517,17774,4852,9209,3619,5190,2804,4769,2265,5011,2831,4923,3248,3884,3287,3754,4050,4694,4798,4473,6395,4455,9633,2424,8306,2068,5025,1579,4984,968,4708,492,3095,100,983,0,0,0,0,0,0
24-Jan,6호선,2639,보문,16,0,3998,1040,7486,4469,21788,7232,33360,19270,17689,10263,10818,6733,9875,6500,10881,7202,11081,8300,9965,7391,10371,9500,12483,11087,14376,15742,18331,25383,8362,19090,6360,12015,6124,11504,4936,11655,2741,8452,586,2856,0,1,0,0,0,0
24-Jan,6호선,2640,안암(고대병원앞),16,0,1688,1312,3249,6418,9611,16234,13477,36002,11226,36731,12771,21802,14731,15351,16158,18519,15940,19896,18351,17074,22186,14792,27992,13208,40365,15610,31809,22165,17549,16536,14680,10482,15600,10638,13622,10492,8599,7394,1574,3010,1,108,0,0,0,0
24-Jan,6호선,2641,고려대(종암),26,1,3289,1001,7113,5096,20040,10577,26998,24125,14321,15451,9552,7953,9800,7689,11687,8901,13188,11101,10999,9406,12525,9496,16770,11685,22836,14396,20038,22961,9576,18205,6978,11893,6416,10866,5232,11014,2678,8022,474,2374,0,48,0,0,0,0
24-Jan,6호선,2642,월곡(동덕여대),9,0,6389,758,12708,3697,39114,7451,49671,26059,25373,17350,16839,11356,15657,10368,17377,12353,16508,13661,15472,14040,15677,16996,17668,20612,19495,26345,26970,42429,12263,34416,8718,19335,7458,17994,5026,16362,2498,11175,493,3460,0,0,0,0,0,0
24-Jan,6호선,2643,상월곡(한국과학기술연구원),18,0,5341,547,8785,2047,22646,3557,29556,11608,15525,7249,10217,5272,9254,4915,9694,5885,9379,6770,8045,6653,8122,8531,8590,10406,8457,13764,10042,20772,5762,18487,3041,10440,4492,9553,2847,9013,1293,5817,175,2031,0,1,0,0,0,0
24-Jan,6호선,2644,돌곶이,28,0,6396,1590,14931,5410,39804,5839,44909,17243,22684,13270,15408,11116,13490,8683,15175,10649,15858,10724,14794,10615,13617,14131,14316,16733,16443,22077,15818,34877,10187,29722,6622,16299,5231,14213,3753,13924,1893,8605,289,2777,0,0,0,0,0,0
24-Jan,6호선,2645,석계,1009,3,8304,1772,19084,4567,49772,6698,55917,11772,29119,10429,20299,9113,17439,10984,18439,13155,18074,13962,16404,15946,14980,19851,15800,25705,16356,32536,15010,55640,10803,44822,7752,25294,6969,22257,5987,20376,3393,12322,647,4233,0,1,0,0,0,0
24-Jan,6호선,2646,태릉입구,25,1,4573,880,7231,3016,18248,3536,22864,8415,11774,6305,8803,4874,8312,5965,9148,6795,8916,7603,8619,8820,8498,9354,9262,11655,9398,15012,9794,24998,6079,19385,4767,11227,4125,10495,3677,9095,1855,7244,421,3258,0,0,0,0,0,0
24-Jan,6호선,2647,화랑대(서울여대입구),17,0,6889,984,22397,3477,60591,6445,56793,11778,26427,8153,17464,7137,14456,6902,15756,8084,15839,9651,12985,9254,14116,12126,14930,14934,15738,22775,13837,37192,6457,33508,4729,18998,3991,16558,2967,15417,1210,10495,173,3749,0,16,0,0,0,0
24-Jan,6호선,2648,봉화산(서울의료원),8,0,5410,877,15799,2373,48703,5851,40225,14003,19707,8013,14291,6414,12660,6424,12878,8048,12034,9737,10496,9840,9960,12820,11087,14801,12760,20611,12078,33188,5611,30884,4281,17507,3627,14318,3106,14515,1206,8319,150,3051,0,213,0,0,0,0
24-Jan,6호선,2649,신내,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Jan,7호선,2711,장암,6,0,1800,177,7507,1128,18923,1097,10796,1361,4063,1537,2293,1527,2065,2092,2314,2134,2579,1463,2806,1290,2956,1305,3093,1535,3073,2206,2663,3664,1351,3354,898,2099,680,895,335,827,113,581,18,221,0,0,0,0,0,0
24-Jan,7호선,2712,도봉산,84,1,5622,923,18302,4378,51707,6931,41537,10020,20510,10557,12866,11500,11157,10688,11218,10861,10486,11713,9833,11406,10343,13244,10924,16320,9951,21802,9946,36854,4694,39927,3169,23632,2272,18910,1958,16323,755,10964,112,4498,1,103,0,0,0,0
24-Jan,7호선,2713,수락산,82,1,9426,768,21226,4684,45500,7072,47322,15914,28250,14054,20378,14548,18419,14533,19805,16026,20213,14795,19275,15155,19325,18794,18740,22859,19059,27687,17690,41712,10661,42083,7786,25553,6230,20194,4093,17828,2101,11507,320,4222,0,5,0,0,0,0
24-Jan,7호선,2714,마들,8,0,10830,1316,25440,3054,63045,5854,60208,11012,30992,9971,22339,9383,20323,11002,21624,12586,18432,13822,16123,15814,16054,19303,15182,22876,13598,28915,13168,47102,7515,48727,5582,26511,3970,21839,3043,20103,1336,13044,172,4185,0,1,0,0,0,0
24-Jan,7호선,2715,노원,41,1,7791,4097,19685,9385,50160,22650,62493,58688,38578,50481,33109,36485,34839,38060,40347,41973,40753,45923,41961,44960,46540,47663,50426,51225,53647,60051,61753,82547,39241,65847,35381,34286,28130,27683,26557,23034,13583,14757,2799,4460,0,0,0,0,0,0
24-Jan,7호선,2716,중계,9,1,9029,2073,24727,4874,63067,11430,65109,22630,34531,14565,23938,12121,21494,13814,23519,13713,21540,15020,19590,15399,18072,17836,18790,21342,19936,29180,17402,48447,9242,49515,7102,28054,7973,22801,6012,20799,2671,13019,450,4045,0,0,0,0,0,0
24-Jan,7호선,2717,하계,69,0,8342,1780,26883,6291,68893,12433,71215,24995,39272,19675,29101,15647,27696,16331,28482,21505,25731,25202,25634,22473,28230,25715,30233,29487,30545,37543,25477,58493,14012,56902,13524,32078,9965,27279,7533,25626,2700,17183,450,5296,0,0,0,0,0,0
24-Jan,7호선,2718,공릉(서울과학기술대),12,1,5982,947,14110,3766,35965,8747,43581,20668,24222,15388,17727,12108,17074,11831,19388,14558,19158,15308,17604,16068,17900,19106,19117,21822,21476,28146,22092,41986,12715,37959,9972,20650,9557,17328,8386,16439,4220,11465,698,4083,0,0,0,0,0,0
24-Jan,7호선,2719,태릉입구,122,2,7909,1156,8909,4630,21332,6753,27362,17251,16762,11477,12753,8268,11447,8780,12645,9926,13684,10591,12828,10786,13652,12230,15262,14367,17658,17710,19165,25936,10617,22895,8265,13606,7679,12135,5965,11621,2718,7284,493,3223,2,1182,0,0,0,0
24-Jan,7호선,2720,먹골,7,0,7396,633,13222,3262,35029,6028,44893,15953,25365,10040,17460,9047,15583,9746,16480,11408,15877,11990,14076,13435,14116,16553,14379,21286,15497,26782,17120,39762,10304,34159,7666,20639,6082,16665,4665,15655,2230,9821,453,2980,0,138,1,1,0,0
24-Jan,7호선,2721,중화,66,0,8670,1149,15228,6184,35862,7336,47167,20357,26973,10705,16385,8582,15219,9203,15699,10967,14851,11236,12848,13013,13045,16268,15590,19861,17901,24132,19344,38289,10926,34106,7518,20110,5996,17411,4418,16190,2000,9748,364,3104,0,75,0,0,0,0
24-Jan,7호선,2722,상봉,432,10,10769,1586,19826,7074,55430,12517,75840,28600,39276,19098,22631,15343,20849,17558,23285,19052,23328,20674,22594,20882,23195,23301,26587,28938,30684,40255,33088,67068,22019,57403,17697,32493,16197,25522,13081,24551,7076,15034,1327,7288,3,39,0,0,0,0
24-Jan,7호선,2723,면목,73,0,13176,804,22706,5049,55560,8067,72904,20763,39799,14412,25136,12951,21150,13726,22238,15526,21259,16266,17993,18338,18179,23613,20045,29292,19752,36054,20113,57049,14735,50144,9057,28642,7015,24903,4711,23436,2461,13020,422,4485,0,0,0,0,0,0
24-Jan,7호선,2724,사가정,21,0,11494,1328,22502,6964,54868,9845,72199,22987,42119,15999,26330,14730,23147,15922,24401,17488,22962,19482,21216,21208,21267,26578,22504,32095,23784,41892,24716,66429,17512,55267,12120,30508,10008,27610,7966,23214,4340,12886,739,4421,0,0,0,0,0,0
24-Jan,7호선,2725,용마산(용마폭포공원),14,1,4743,648,10598,2323,23564,3500,29161,8289,16444,5728,10212,5220,8307,4463,8255,6000,8288,6457,7039,6815,6306,9053,7280,10460,7413,14294,7533,22337,4670,18971,2848,11325,2185,10624,1749,9648,902,6075,199,2159,0,1,0,0,0,0
24-Jan,7호선,2726,중곡,7,0,6285,613,13148,4299,30805,14080,45287,31467,29088,14911,16919,9537,15513,8965,16686,10763,15293,12040,13788,12189,14009,15740,16280,18252,21414,22908,25391,35782,12790,30338,8187,18001,7046,16044,4770,13881,1880,8149,282,2825,0,0,0,0,0,0
24-Jan,7호선,2727,군자(능동),32,1,9159,982,14389,5924,37374,9658,60323,28807,39968,18404,21899,12404,18878,12533,20295,12996,20617,14325,19282,15828,20044,18794,23107,22271,28810,29058,36636,44773,21207,36466,17209,21477,16767,18653,13013,15923,6907,9815,1314,3388,0,37,0,0,0,0
24-Jan,7호선,2728,어린이대공원(세종대),10,1,3065,687,7281,7017,19542,15427,33707,46846,24155,35953,15009,19580,16865,16943,17394,21217,19082,21294,18245,18842,23356,17709,30823,18011,37755,22472,40766,31748,20917,25454,15073,16050,14821,14380,13561,14396,7199,10366,1305,2964,0,3,0,0,0,0
24-Jan,7호선,2729,건대입구,73,3,4313,1181,5070,8487,13077,20359,19343,36846,16594,30620,14233,23114,18230,22030,17654,25607,19677,27135,22254,24500,29601,24678,30740,25244,42175,31193,37420,41712,25302,26943,26490,14390,21837,11873,19142,9875,9491,6128,1659,3044,1,200,0,0,0,0
24-Jan,7호선,2730,뚝섬유원지,2,0,5165,540,9255,3643,21124,5937,32663,12423,22190,10145,12350,9105,10838,8886,10900,11257,11641,13955,11919,15728,13876,15641,17092,15038,16535,19237,14507,27985,8530,20969,6466,12856,5560,12586,4083,10890,2047,5660,285,1691,0,0,0,0,0,0
24-Jan,7호선,2731,청담,18,0,2254,4604,6275,31962,10378,63157,14758,150658,12592,96302,12250,37547,14474,22685,19277,23467,19200,23456,24303,20319,32570,17970,43023,17717,72525,19495,115958,20696,56831,13382,31469,9229,28037,8676,19859,6306,5514,3755,868,2424,0,0,0,0,0,0
24-Jan,7호선,2732,강남구청,18,0,1732,1678,3955,16583,6880,34346,9536,109811,8480,107293,9028,43417,11378,24762,13522,20718,16666,23010,21267,19254,26812,17203,32324,16840,53517,18818,94997,20872,57532,13373,34548,8636,32488,6361,22734,5345,9740,3749,1816,1824,0,0,0,0,0,0
24-Jan,7호선,2733,학동,7,1,1860,1501,4619,24945,8424,59232,12049,186420,11473,147975,11323,58707,14304,31097,18664,24083,21933,29091,27725,24515,37431,20355,46603,19394,91331,20766,171689,21453,84352,13105,42254,8318,35550,7388,25446,5364,9824,3492,1583,1275,0,1,0,0,0,0
24-Jan,7호선,2734,논현,17,1,2909,1103,4055,16069,8300,42341,13076,109941,11732,88671,11007,35763,12808,22962,14866,21624,16950,23217,21445,22194,26218,20625,32536,21999,62488,26952,102707,33635,54446,19103,35824,10671,36964,9139,34190,6693,17439,5055,3053,2276,0,0,0,0,0,0
24-Jan,7호선,2735,반포,2,0,868,1325,2723,14720,7359,11588,11109,18565,8074,16362,5959,10393,6298,10929,7859,10096,8779,9760,9601,8547,12272,8266,20324,8371,20411,9479,18673,12108,12026,7244,9368,4686,9361,3990,6634,4120,2160,2348,333,691,0,0,0,0,0,0
24-Jan,7호선,2736,고속터미널,33,7,1231,2880,3242,20803,11056,38085,19053,51013,25118,37999,25870,30662,28488,28603,30270,25487,29997,28625,31750,25402,40088,20960,43624,21208,61482,22393,53634,24701,32566,15443,34160,9139,30405,8776,21762,5359,6374,2891,587,685,0,1,0,0,0,0
24-Jan,7호선,2737,내방,9,0,2285,1866,7448,12182,18576,25771,26989,87141,20799,48482,15602,21183,17664,15864,17222,16678,19481,18765,19984,16815,21639,17245,26364,18086,45119,24304,74285,32500,28071,21706,19588,13249,17697,11726,12135,9630,4373,6118,644,2650,0,146,0,0,0,0
24-Jan,7호선,2738,이수,44,2,4764,1354,9392,10388,26684,14090,44401,43461,29355,28287,19413,20940,19135,20638,21930,20225,23503,22771,24138,22607,26132,25024,29284,29098,35469,41061,45675,59355,26910,38952,25274,20176,26847,16386,24196,14128,12684,8547,1974,2888,0,16,0,0,0,0
24-Jan,7호선,2739,남성,5,0,6248,898,13530,3476,38413,5993,57597,13969,34935,11808,20152,10662,17710,11011,17654,11832,18035,13483,15364,13980,14768,17804,14668,21057,14661,27552,15196,46106,8624,33454,7180,20965,6642,18484,4946,16616,2286,9996,403,3139,0,1,0,0,0,0
24-Jan,7호선,2740,숭실대입구(살피재),7,0,6112,898,12285,3799,35113,6252,51063,15984,32909,19214,20151,11961,19643,12502,18552,15550,18674,15793,16261,15937,18307,19559,18393,22646,24476,29993,18481,47098,10716,35592,8972,22407,8138,19725,7227,19606,3976,13040,662,4058,0,0,0,0,0,0
24-Jan,7호선,2741,상도,6,1,5561,1286,11979,4258,33322,7373,46051,18040,29827,15065,18525,12067,17309,11588,17747,13339,18284,13958,15871,14671,16507,17270,18039,19147,20008,26051,19013,43655,10869,31097,8770,19979,7792,17140,6926,16312,3635,11468,742,3172,0,1,0,0,0,0
24-Jan,7호선,2742,장승배기,3,0,5866,1467,10506,7214,26335,7931,40237,16675,25352,11742,15428,9604,13853,10339,14229,11302,14478,12131,13334,11941,13554,14623,15572,16876,15644,21186,16237,33625,8170,24358,6613,15092,5855,13471,4542,11835,1920,8037,423,2658,0,0,0,0,0,0
24-Jan,7호선,2743,신대방삼거리,19,0,9349,670,18126,4432,51249,7279,76851,18314,42883,15555,24129,13495,20926,13403,22650,15763,21271,17470,18982,18515,18973,22261,20305,26674,20168,36930,21607,63582,12236,48105,10319,27978,8963,25217,7095,21889,3543,14347,704,5030,0,0,0,0,0,0
24-Jan,7호선,2744,보라매,10,0,3829,717,6873,2873,17033,8000,25769,21449,15074,10030,9250,7923,8362,8231,9630,8753,9780,8620,9725,8786,10000,9306,10804,11343,13419,15965,18530,25071,8266,18499,7098,10972,6172,9729,4940,8587,2103,5601,325,2186,0,2,0,0,0,0
24-Jan,7호선,2745,신풍,220,11,12852,1806,15207,6542,38800,10551,48897,19387,28259,12316,16936,10407,15121,10460,16467,11078,15726,12209,13778,12850,14335,16160,16836,19759,17901,27459,18602,40876,10415,29993,7561,18329,6406,16589,4861,14559,1972,8341,384,2695,3,349,0,0,0,0
